district,date,active,confirmed,death,cured,confirmed 15,death 15,confirmed 5,death 5
Spain,5/24/2020,,235772,28752,,241717,27136,238564,27121
Spain,5/25/2020,,235400,26834,,241966,27136,239228,27125
Spain,5/26/2020,,236259,27117,,242280,27136,239429,27127
Spain,5/27/2020,,236769,27118,,242707,27136,239638,27127
Spain,5/28/2020,,237906,27119,,243209,27136,239932,27127
Spain,5/29/2020,,238564,27121,,243605,27136,240326,27128
Spain,5/30/2020,,239228,27125,,243928,27136,240660,27133
Spain,5/31/2020,,239429,27127,,244109,27136,240978,27134
Spain,6/1/2020,,239638,27127,,244328,27136,241310,27135
Spain,6/2/2020,,239932,27127,,244683,27136,241550,27136
Spain,6/3/2020,,240326,27128,,245268,27136,241717,27136
Spain,6/4/2020,,240660,27133,,245575,28315,241966,27136
Spain,6/5/2020,,240978,27134,,245938,28322,242280,27136
Spain,6/6/2020,,241310,27135,,246272,28323,242707,27136
Spain,6/7/2020,,241550,27136,,246504,28324,243209,27136
Spain,6/8/2020,,241717,27136,,246752,28325,243605,27136
Spain,6/9/2020,,241966,27136,,247086,28327,243928,27136
Spain,6/10/2020,,242280,27136,,247486,28330,244109,27136
Spain,6/11/2020,,242707,27136,,247905,28338,244328,27136
Spain,6/12/2020,,243209,27136,,248469,28341,244683,27136
Spain,6/13/2020,,243605,27136,,248770,28343,245268,27136
Spain,6/14/2020,,243928,27136,,248970,28346,245575,28315
Spain,6/15/2020,,244109,27136,,249271,28355,245938,28322
Spain,6/16/2020,,244328,27136,,249659,28363,246272,28323
Spain,6/17/2020,,244683,27136,,250103,28368,246504,28324
Spain,6/18/2020,,245268,27136,,250545,28385,246752,28325
Spain,6/19/2020,,245575,28315,,250545,28385,247086,28327
Spain,6/20/2020,,245938,28322,,250545,28385,247486,28330
Spain,6/21/2020,,246272,28323,,251789,28388,247905,28338
Spain,6/22/2020,,246504,28324,,252130,28392,248469,28341
Spain,6/23/2020,,246752,28325,,252513,28396,248770,28343
Spain,6/24/2020,,247086,28327,,253056,28401,248970,28346
Spain,6/25/2020,,247486,28330,,253908,28403,249271,28355
Spain,6/26/2020,,247905,28338,,253908,28403,249659,28363
Spain,6/27/2020,,248469,28341,,253908,28403,250103,28368
Spain,6/28/2020,,248770,28343,,255953,28406,250545,28385
Spain,6/29/2020,,248970,28346,,256619,28409,250545,28385
Spain,6/30/2020,,249271,28355,,257494,28413,250545,28385
Spain,7/1/2020,,249659,28363,,258855,28416,251789,28388
Spain,7/2/2020,,250103,28368,,260255,28420,252130,28392
Spain,7/3/2020,,250545,28385,,260255,28420,252513,28396
Spain,7/4/2020,,250545,28385,,260255,28420,253056,28401
Spain,7/5/2020,,250545,28385,,264836,28422,253908,28403
